id,Öbek İsmi
1872,obek_6
1873,obek_2
1874,obek_4
1875,obek_8
1876,obek_7
1877,obek_4
1878,obek_2
1879,obek_3
1880,obek_1
1881,obek_5
1882,obek_6
1883,obek_5
1884,obek_8
1885,obek_6
1886,obek_6
1887,obek_6
1888,obek_3
1889,obek_6
1890,obek_4
1891,obek_3
1892,obek_7
1893,obek_6
1894,obek_2
1895,obek_2
1896,obek_6
1897,obek_8
1898,obek_6
1899,obek_2
1900,obek_1
1901,obek_5
1902,obek_8
1903,obek_3
1904,obek_7
1905,obek_8
1906,obek_8
1907,obek_3
1908,obek_1
1909,obek_2
1910,obek_5
1911,obek_1
1912,obek_3
1913,obek_5
1914,obek_5
1915,obek_7
1916,obek_5
1917,obek_6
1918,obek_4
1919,obek_4
1920,obek_2
1921,obek_7
1922,obek_3
1923,obek_5
1924,obek_3
1925,obek_7
1926,obek_1
1927,obek_8
1928,obek_7
1929,obek_8
1930,obek_7
1931,obek_5
1932,obek_3
1933,obek_8
1934,obek_7
1935,obek_5
1936,obek_4
1937,obek_6
1938,obek_6
1939,obek_5
1940,obek_6
1941,obek_3
1942,obek_5
1943,obek_1
1944,obek_2
1945,obek_2
1946,obek_2
1947,obek_5
1948,obek_2
1949,obek_4
1950,obek_7
1951,obek_4
1952,obek_8
1953,obek_5
1954,obek_1
1955,obek_8
1956,obek_3
1957,obek_2
1958,obek_7
1959,obek_1
1960,obek_1
1961,obek_7
1962,obek_5
1963,obek_6
1964,obek_8
1965,obek_5
1966,obek_4
1967,obek_5
1968,obek_6
1969,obek_7
1970,obek_6
1971,obek_8
1972,obek_2
1973,obek_7
1974,obek_3
1975,obek_8
1976,obek_4
1977,obek_6
1978,obek_6
1979,obek_5
1980,obek_4
1981,obek_8
1982,obek_2
1983,obek_3
1984,obek_8
1985,obek_1
1986,obek_4
1987,obek_6
1988,obek_8
1989,obek_4
1990,obek_6
1991,obek_4
1992,obek_4
1993,obek_6
1994,obek_6
1995,obek_6
1996,obek_5
1997,obek_1
1998,obek_7
1999,obek_4
2000,obek_1
2001,obek_4
2002,obek_5
2003,obek_3
2004,obek_7
2005,obek_3
2006,obek_7
2007,obek_6
2008,obek_5
2009,obek_8
2010,obek_1
2011,obek_7
2012,obek_5
2013,obek_6
2014,obek_7
2015,obek_7
2016,obek_4
2017,obek_6
2018,obek_5
2019,obek_1
2020,obek_8
2021,obek_3
2022,obek_5
2023,obek_8
2024,obek_2
2025,obek_6
2026,obek_7
2027,obek_4
2028,obek_8
2029,obek_4
2030,obek_5
2031,obek_3
2032,obek_4
2033,obek_5
2034,obek_4
2035,obek_1
2036,obek_2
2037,obek_6
2038,obek_1
2039,obek_4
2040,obek_2
2041,obek_6
2042,obek_2
2043,obek_5
2044,obek_1
2045,obek_5
2046,obek_6
2047,obek_1
2048,obek_7
2049,obek_8
2050,obek_3
2051,obek_1
2052,obek_2
2053,obek_1
2054,obek_7
2055,obek_5
2056,obek_8
2057,obek_8
2058,obek_4
2059,obek_1
2060,obek_2
2061,obek_5
2062,obek_1
2063,obek_8
2064,obek_2
2065,obek_4
2066,obek_2
2067,obek_4
2068,obek_4
2069,obek_4
2070,obek_4
2071,obek_2
2072,obek_7
2073,obek_3
2074,obek_1
2075,obek_6
2076,obek_7
2077,obek_8
2078,obek_2
2079,obek_5
2080,obek_7
2081,obek_4
2082,obek_6
2083,obek_4
2084,obek_6
2085,obek_4
2086,obek_1
2087,obek_7
2088,obek_5
2089,obek_4
2090,obek_5
2091,obek_6
2092,obek_3
2093,obek_2
2094,obek_2
2095,obek_7
2096,obek_7
2097,obek_7
2098,obek_8
2099,obek_5
2100,obek_1
2101,obek_6
2102,obek_1
2103,obek_3
2104,obek_1
2105,obek_6
2106,obek_1
2107,obek_7
2108,obek_4
2109,obek_3
2110,obek_6
2111,obek_4
2112,obek_5
2113,obek_1
2114,obek_5
2115,obek_2
2116,obek_4
2117,obek_5
2118,obek_4
2119,obek_1
2120,obek_3
2121,obek_5
2122,obek_2
2123,obek_6
2124,obek_7
2125,obek_7
2126,obek_8
2127,obek_5
2128,obek_2
2129,obek_8
2130,obek_4
2131,obek_3
2132,obek_4
2133,obek_4
2134,obek_5
2135,obek_1
2136,obek_1
2137,obek_2
2138,obek_7
2139,obek_6
2140,obek_1
2141,obek_6
2142,obek_5
2143,obek_3
2144,obek_1
2145,obek_1
2146,obek_2
2147,obek_7
2148,obek_7
2149,obek_3
2150,obek_7
2151,obek_6
2152,obek_6
2153,obek_8
2154,obek_1
2155,obek_6
2156,obek_6
2157,obek_8
2158,obek_7
2159,obek_1
2160,obek_8
2161,obek_4
2162,obek_7
2163,obek_1
2164,obek_4
2165,obek_4
2166,obek_7
2167,obek_8
2168,obek_7
2169,obek_4
2170,obek_4
2171,obek_4
2172,obek_5
2173,obek_4
2174,obek_1
2175,obek_1
2176,obek_1
2177,obek_2
2178,obek_6
2179,obek_3
2180,obek_7
2181,obek_8
2182,obek_6
2183,obek_5
2184,obek_7
2185,obek_2
2186,obek_5
2187,obek_7
2188,obek_8
2189,obek_3
2190,obek_6
2191,obek_3
2192,obek_8
2193,obek_5
2194,obek_7
2195,obek_5
2196,obek_1
2197,obek_4
2198,obek_5
2199,obek_1
2200,obek_3
2201,obek_6
2202,obek_2
2203,obek_6
2204,obek_4
2205,obek_1
2206,obek_6
2207,obek_6
2208,obek_3
2209,obek_4
2210,obek_8
2211,obek_8
2212,obek_7
2213,obek_3
2214,obek_1
2215,obek_8
2216,obek_1
2217,obek_3
2218,obek_1
2219,obek_2
2220,obek_8
2221,obek_2
2222,obek_6
2223,obek_8
2224,obek_1
2225,obek_6
2226,obek_8
2227,obek_2
2228,obek_2
2229,obek_2
2230,obek_1
2231,obek_6
2232,obek_5
2233,obek_5
2234,obek_8
2235,obek_4
2236,obek_3
2237,obek_5
2238,obek_6
2239,obek_2
2240,obek_3
2241,obek_8
2242,obek_2
2243,obek_3
2244,obek_3
2245,obek_7
2246,obek_3
2247,obek_4
2248,obek_4
2249,obek_1
2250,obek_1
2251,obek_6
2252,obek_4
2253,obek_3
2254,obek_6
2255,obek_4
2256,obek_7
2257,obek_6
2258,obek_2
2259,obek_8
2260,obek_6
2261,obek_8
2262,obek_4
2263,obek_7
2264,obek_4
2265,obek_2
2266,obek_3
2267,obek_7
2268,obek_2
2269,obek_5
2270,obek_7
2271,obek_8
2272,obek_3
2273,obek_2
2274,obek_6
2275,obek_5
2276,obek_8
2277,obek_7
2278,obek_8
2279,obek_8
2280,obek_2
2281,obek_2
2282,obek_8
2283,obek_2
2284,obek_4
2285,obek_5
2286,obek_3
2287,obek_7
2288,obek_3
2289,obek_6
2290,obek_5
2291,obek_5
2292,obek_2
2293,obek_8
2294,obek_1
2295,obek_6
2296,obek_6
2297,obek_2
2298,obek_1
2299,obek_7
2300,obek_1
2301,obek_6
2302,obek_5
2303,obek_5
2304,obek_4
2305,obek_3
2306,obek_1
2307,obek_7
2308,obek_1
2309,obek_4
2310,obek_5
2311,obek_1
2312,obek_1
2313,obek_6
2314,obek_1
2315,obek_7
2316,obek_1
2317,obek_1
2318,obek_3
2319,obek_5
2320,obek_7
2321,obek_7
2322,obek_3
2323,obek_7
2324,obek_3
2325,obek_4
2326,obek_8
2327,obek_5
2328,obek_7
2329,obek_1
2330,obek_7
2331,obek_4
2332,obek_1
2333,obek_6
2334,obek_5
2335,obek_2
2336,obek_8
2337,obek_5
2338,obek_3
2339,obek_7
