id,Öbek İsmi
1872,obek_8
1873,obek_3
1874,obek_3
1875,obek_3
1876,obek_6
1877,obek_3
1878,obek_8
1879,obek_3
1880,obek_4
1881,obek_6
1882,obek_1
1883,obek_6
1884,obek_3
1885,obek_8
1886,obek_3
1887,obek_3
1888,obek_3
1889,obek_3
1890,obek_3
1891,obek_3
1892,obek_6
1893,obek_3
1894,obek_8
1895,obek_8
1896,obek_8
1897,obek_1
1898,obek_3
1899,obek_4
1900,obek_4
1901,obek_6
1902,obek_8
1903,obek_3
1904,obek_6
1905,obek_1
1906,obek_3
1907,obek_3
1908,obek_7
1909,obek_8
1910,obek_6
1911,obek_4
1912,obek_3
1913,obek_6
1914,obek_7
1915,obek_6
1916,obek_6
1917,obek_1
1918,obek_3
1919,obek_3
1920,obek_3
1921,obek_6
1922,obek_3
1923,obek_6
1924,obek_3
1925,obek_6
1926,obek_4
1927,obek_8
1928,obek_6
1929,obek_3
1930,obek_6
1931,obek_6
1932,obek_3
1933,obek_1
1934,obek_6
1935,obek_6
1936,obek_3
1937,obek_1
1938,obek_3
1939,obek_6
1940,obek_3
1941,obek_3
1942,obek_6
1943,obek_4
1944,obek_3
1945,obek_8
1946,obek_8
1947,obek_6
1948,obek_8
1949,obek_3
1950,obek_6
1951,obek_3
1952,obek_1
1953,obek_6
1954,obek_6
1955,obek_1
1956,obek_3
1957,obek_4
1958,obek_6
1959,obek_4
1960,obek_4
1961,obek_6
1962,obek_6
1963,obek_1
1964,obek_3
1965,obek_6
1966,obek_3
1967,obek_7
1968,obek_1
1969,obek_6
1970,obek_3
1971,obek_3
1972,obek_4
1973,obek_6
1974,obek_3
1975,obek_3
1976,obek_8
1977,obek_3
1978,obek_3
1979,obek_6
1980,obek_3
1981,obek_3
1982,obek_8
1983,obek_3
1984,obek_8
1985,obek_4
1986,obek_3
1987,obek_3
1988,obek_3
1989,obek_1
1990,obek_1
1991,obek_8
1992,obek_3
1993,obek_1
1994,obek_3
1995,obek_3
1996,obek_6
1997,obek_4
1998,obek_6
1999,obek_8
2000,obek_7
2001,obek_3
2002,obek_6
2003,obek_3
2004,obek_6
2005,obek_3
2006,obek_6
2007,obek_3
2008,obek_6
2009,obek_1
2010,obek_4
2011,obek_6
2012,obek_6
2013,obek_3
2014,obek_6
2015,obek_6
2016,obek_3
2017,obek_3
2018,obek_6
2019,obek_4
2020,obek_8
2021,obek_3
2022,obek_6
2023,obek_1
2024,obek_8
2025,obek_1
2026,obek_6
2027,obek_3
2028,obek_1
2029,obek_3
2030,obek_6
2031,obek_3
2032,obek_3
2033,obek_6
2034,obek_3
2035,obek_4
2036,obek_4
2037,obek_8
2038,obek_4
2039,obek_3
2040,obek_8
2041,obek_3
2042,obek_8
2043,obek_6
2044,obek_4
2045,obek_6
2046,obek_1
2047,obek_4
2048,obek_6
2049,obek_1
2050,obek_3
2051,obek_4
2052,obek_8
2053,obek_4
2054,obek_6
2055,obek_6
2056,obek_1
2057,obek_3
2058,obek_3
2059,obek_4
2060,obek_1
2061,obek_6
2062,obek_4
2063,obek_1
2064,obek_1
2065,obek_3
2066,obek_8
2067,obek_3
2068,obek_3
2069,obek_3
2070,obek_3
2071,obek_8
2072,obek_6
2073,obek_5
2074,obek_4
2075,obek_8
2076,obek_6
2077,obek_1
2078,obek_8
2079,obek_6
2080,obek_6
2081,obek_3
2082,obek_3
2083,obek_3
2084,obek_3
2085,obek_1
2086,obek_4
2087,obek_6
2088,obek_6
2089,obek_3
2090,obek_6
2091,obek_8
2092,obek_5
2093,obek_8
2094,obek_8
2095,obek_6
2096,obek_6
2097,obek_6
2098,obek_3
2099,obek_6
2100,obek_4
2101,obek_8
2102,obek_4
2103,obek_3
2104,obek_4
2105,obek_3
2106,obek_4
2107,obek_6
2108,obek_3
2109,obek_3
2110,obek_1
2111,obek_8
2112,obek_7
2113,obek_4
2114,obek_7
2115,obek_8
2116,obek_3
2117,obek_6
2118,obek_3
2119,obek_4
2120,obek_5
2121,obek_6
2122,obek_8
2123,obek_8
2124,obek_6
2125,obek_6
2126,obek_1
2127,obek_6
2128,obek_8
2129,obek_3
2130,obek_3
2131,obek_3
2132,obek_3
2133,obek_3
2134,obek_6
2135,obek_4
2136,obek_4
2137,obek_8
2138,obek_6
2139,obek_3
2140,obek_4
2141,obek_3
2142,obek_6
2143,obek_5
2144,obek_4
2145,obek_4
2146,obek_8
2147,obek_6
2148,obek_6
2149,obek_3
2150,obek_6
2151,obek_3
2152,obek_3
2153,obek_1
2154,obek_4
2155,obek_1
2156,obek_3
2157,obek_3
2158,obek_6
2159,obek_4
2160,obek_1
2161,obek_3
2162,obek_6
2163,obek_4
2164,obek_8
2165,obek_3
2166,obek_6
2167,obek_3
2168,obek_6
2169,obek_3
2170,obek_1
2171,obek_3
2172,obek_6
2173,obek_3
2174,obek_4
2175,obek_4
2176,obek_4
2177,obek_8
2178,obek_1
2179,obek_5
2180,obek_6
2181,obek_8
2182,obek_1
2183,obek_7
2184,obek_6
2185,obek_8
2186,obek_6
2187,obek_6
2188,obek_8
2189,obek_3
2190,obek_3
2191,obek_3
2192,obek_1
2193,obek_6
2194,obek_6
2195,obek_6
2196,obek_4
2197,obek_3
2198,obek_6
2199,obek_4
2200,obek_3
2201,obek_3
2202,obek_8
2203,obek_3
2204,obek_3
2205,obek_4
2206,obek_3
2207,obek_8
2208,obek_3
2209,obek_1
2210,obek_1
2211,obek_1
2212,obek_6
2213,obek_3
2214,obek_4
2215,obek_3
2216,obek_4
2217,obek_5
2218,obek_4
2219,obek_8
2220,obek_1
2221,obek_8
2222,obek_3
2223,obek_1
2224,obek_4
2225,obek_3
2226,obek_5
2227,obek_8
2228,obek_8
2229,obek_8
2230,obek_4
2231,obek_8
2232,obek_6
2233,obek_6
2234,obek_5
2235,obek_3
2236,obek_3
2237,obek_6
2238,obek_8
2239,obek_8
2240,obek_1
2241,obek_1
2242,obek_8
2243,obek_5
2244,obek_5
2245,obek_6
2246,obek_1
2247,obek_3
2248,obek_8
2249,obek_4
2250,obek_4
2251,obek_1
2252,obek_3
2253,obek_5
2254,obek_1
2255,obek_3
2256,obek_6
2257,obek_7
2258,obek_8
2259,obek_8
2260,obek_8
2261,obek_1
2262,obek_3
2263,obek_6
2264,obek_3
2265,obek_8
2266,obek_3
2267,obek_6
2268,obek_8
2269,obek_6
2270,obek_6
2271,obek_8
2272,obek_3
2273,obek_8
2274,obek_1
2275,obek_6
2276,obek_1
2277,obek_6
2278,obek_1
2279,obek_3
2280,obek_8
2281,obek_8
2282,obek_1
2283,obek_8
2284,obek_3
2285,obek_7
2286,obek_3
2287,obek_6
2288,obek_3
2289,obek_3
2290,obek_6
2291,obek_6
2292,obek_8
2293,obek_3
2294,obek_4
2295,obek_8
2296,obek_1
2297,obek_1
2298,obek_4
2299,obek_6
2300,obek_4
2301,obek_3
2302,obek_6
2303,obek_7
2304,obek_3
2305,obek_3
2306,obek_4
2307,obek_6
2308,obek_3
2309,obek_3
2310,obek_7
2311,obek_4
2312,obek_4
2313,obek_8
2314,obek_4
2315,obek_6
2316,obek_4
2317,obek_4
2318,obek_3
2319,obek_6
2320,obek_6
2321,obek_6
2322,obek_5
2323,obek_6
2324,obek_5
2325,obek_1
2326,obek_5
2327,obek_7
2328,obek_6
2329,obek_4
2330,obek_6
2331,obek_3
2332,obek_4
2333,obek_3
2334,obek_7
2335,obek_8
2336,obek_3
2337,obek_7
2338,obek_3
2339,obek_6
